,Index,Player,Pos,Ht,Wt,Rk,G,Season,Date,Age,Age_whole,Tm,Home/Away,Opp,Unnamed: 7,GS,MP,MP_num,FG,FGA,2P,2PA,2P%,2P_pts,FG%,3P,3PA,3P_pts,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,PPG,Avg_2PA,Avg_3PA,Avg_FTA,3PT_Percentage,FG_Percentage,FT_Percentage,3PA_5avg,3P%_5avg_pergame,FGA_5avg,FG%_5avg_pergame,FTA_5avg,FT%_5avg_pergame,PTS_EWA7,TEAM_PPG,OPP_2PA_AVG,OPP_2P%,OPP_3PA_AVG,OPP_3P%,OPP_FTA_AVG,OPP_TRB_AVG,OPP_DEF_RATING,OPP_AVG_PACE,BestGuardScoringAvg,AvgPointsScoredByGuardsVsOpponent,Avg3PAbyIndividualGuardsVsOpponent,AvgFTAbyGuardsVsOpponent,StephScoringAVGvsOPP
225,curryst01,Stephen Curry,G,6-2,185.0,50,46.0,12-13,2013-02-08,24-331,24,GSW,Away,MEM,L (-6),1,39:54,39.9,11,22,7,13,0.5384615384615384,14,0.5,4,9,12,0.444,6,6,1.0,3,2,5,8,2,0,2,4,32,27.7,2.0,20.666666666666668,9.644444444444444,7.022222222222222,3.4444444444444446,0.44936708860759494,0.432,0.9032258064516129,6.8,0.395,16.6,0.41080000000000005,16.6,0.8,13.622993745715535,101.22448979591837,19.5,0.422008547008547,8.645833333333334,0.3566265060240964,6.895833333333333,7.854166666666667,99.05941729754531,90.010625,16.083333333333332,31.125,2.5304878048780486,6.895833333333333,19.181818181818183
226,curryst01,Stephen Curry,G,6-2,185.0,51,47.0,12-13,2013-02-09,24-332,24,GSW,Away,DAL,L (-25),1,30:45,30.75,8,23,7,20,0.35,14,0.348,1,3,3,0.333,1,1,1.0,3,4,7,4,1,0,5,2,18,6.4,-22.0,20.91304347826087,9.717391304347826,7.065217391304348,3.5,0.4492307692307692,0.4339378238341969,0.906832298136646,6.8,0.3726,17.2,0.4266000000000001,17.2,0.8,26.486898123714663,101.06,19.306122448979593,0.45454545454545453,11.285714285714286,0.3453887884267631,9.040816326530612,9.448979591836734,105.62997069903726,95.49489795918367,18.693877551020407,36.57142857142857,3.0552486187845305,9.040816326530612,16.1
227,curryst01,Stephen Curry,G,6-2,185.0,52,48.0,12-13,2013-02-12,24-335,24,GSW,Home,HOU,L (-9),1,34:37,34.61666666666667,10,19,8,14,0.5714285714285714,16,0.526,2,5,6,0.4,5,6,0.833,0,5,5,6,1,0,1,4,27,21.4,-3.0,20.851063829787233,9.936170212765957,6.9787234042553195,3.4468085106382977,0.4481707317073171,0.43144654088050316,0.9074074074074074,6.8,0.3726,19.4,0.37960000000000005,19.4,0.8,20.5460694371144,100.86274509803921,21.62264150943396,0.4581151832460733,11.30188679245283,0.38564273789649417,7.622641509433962,9.264150943396226,105.58022784321297,97.08226415094339,19.867924528301888,39.283018867924525,3.0876288659793816,7.622641509433962,15.25
228,curryst01,Stephen Curry,G,6-2,185.0,53,49.0,12-13,2013-02-19,24-342,24,GSW,Away,UTA,L (-14),1,37:32,37.53333333333333,12,22,8,13,0.6153846153846154,16,0.545,4,9,12,0.444,1,1,1.0,2,3,5,4,1,0,4,3,29,19.3,-18.0,20.979166666666668,10.020833333333334,6.9375,3.5,0.44744744744744747,0.43366093366093367,0.9047619047619048,5.8,0.3326,19.2,0.3748000000000001,19.2,0.7666000000000001,25.063820831134322,100.98076923076923,20.666666666666668,0.46953405017921146,9.685185185185185,0.3652007648183556,7.888888888888889,7.796296296296297,105.9478814402228,92.23759259259259,17.87037037037037,36.2037037037037,2.6683673469387754,7.888888888888889,18.5
229,curryst01,Stephen Curry,G,6-2,185.0,54,50.0,12-13,2013-02-20,24-343,24,GSW,Home,PHO,W (+10),1,40:44,40.73333333333333,8,16,6,10,0.6,12,0.5,2,6,6,0.333,2,2,1.0,0,3,3,11,1,0,2,1,20,19.2,16.0,21.142857142857142,10.081632653061224,6.979591836734694,3.4489795918367347,0.4473684210526316,0.4366028708133971,0.9053254437869822,6.6,0.3814,21.2,0.4338,21.2,0.9666,27.819146249340296,100.98113207547169,18.40740740740741,0.47283702213279677,7.87037037037037,0.3764705882352941,7.796296296296297,7.648148148148148,106.26354146149302,93.51814814814814,18.314814814814813,32.46296296296296,2.248677248677249,7.796296296296297,13.615384615384615
230,curryst01,Stephen Curry,G,6-2,185.0,55,51.0,12-13,2013-02-22,24-345,24,GSW,Home,SAS,W (+6),1,44:55,44.91666666666666,6,17,3,8,0.375,6,0.353,3,9,9,0.333,4,5,0.8,0,4,4,6,1,0,2,2,19,12.7,0.0,21.12,10.08,6.96,3.42,0.4454022988505747,0.43779342723004694,0.9064327485380117,6.4,0.39080000000000004,20.4,0.4838,20.4,0.9666,22.34574387480209,101.11111111111111,23.160714285714285,0.4402467232074017,8.535714285714286,0.3179916317991632,7.196428571428571,8.0,99.66555183946488,95.23982142857143,17.928571428571427,34.410714285714285,2.3317073170731706,7.196428571428571,13.285714285714286
231,curryst01,Stephen Curry,G,6-2,185.0,56,52.0,12-13,2013-02-24,24-347,24,GSW,Away,MIN,W (+1),1,33:34,33.56666666666667,6,15,5,10,0.5,10,0.4,1,5,3,0.2,5,5,1.0,1,4,5,5,5,0,6,5,18,12.3,1.0,21.07843137254902,10.03921568627451,7.0,3.450980392156863,0.4425770308123249,0.4361334867663982,0.9034090909090909,6.4,0.36860000000000004,19.4,0.4544,19.4,0.9266,20.00372316244063,101.21818181818182,22.057692307692307,0.4742807323452485,9.538461538461538,0.36693548387096775,8.596153846153847,9.057692307692308,104.42386831275721,93.3776923076923,20.03846153846154,38.53846153846154,2.6382978723404253,8.596153846153847,20.625
232,curryst01,Stephen Curry,G,6-2,185.0,57,53.0,12-13,2013-02-26,24-349,24,GSW,Away,IND,L (-11),1,36:43,36.71666666666667,14,20,7,10,0.7,14,0.7,7,10,21,0.7,3,4,0.75,0,2,2,4,3,1,6,3,38,29.1,-12.0,21.01923076923077,10.038461538461538,6.961538461538462,3.480769230769231,0.43922651933701656,0.43552036199095023,0.9060773480662984,6.8,0.342,17.8,0.46480000000000005,17.8,0.9266,18.60111694873219,101.19642857142857,22.25,0.44301765650080255,8.464285714285714,0.33122362869198313,7.089285714285714,8.446428571428571,97.66036264379021,90.54446428571428,17.392857142857142,34.05357142857143,2.37,7.089285714285714,12.666666666666666
233,curryst01,Stephen Curry,G,6-2,185.0,58,54.0,12-13,2013-02-27,24-350,24,GSW,Away,NYK,L (-4),1,48:00,48.0,18,28,7,15,0.4666666666666667,14,0.643,11,13,33,0.846,7,7,1.0,0,6,6,7,3,0,4,3,54,46.1,-4.0,21.339622641509433,10.037735849056604,7.018867924528302,3.490566037735849,0.44623655913978494,0.4413716814159292,0.9027027027027027,7.8,0.40199999999999997,18.0,0.49960000000000004,18.0,0.9099999999999999,32.18033508461966,101.12280701754386,19.830188679245282,0.48525214081826834,10.547169811320755,0.3613595706618962,7.2075471698113205,9.283018867924529,105.25881625077335,91.21358490566037,18.90566037735849,36.56603773584906,2.926701570680628,7.2075471698113205,17.25
234,curryst01,Stephen Curry,G,6-2,185.0,59,55.0,12-13,2013-03-01,24-352,24,GSW,Away,BOS,L (-8),1,42:03,42.05,6,22,3,11,0.2727272727272727,6,0.273,3,11,9,0.273,10,10,1.0,0,1,1,6,1,0,4,2,25,12.7,7.0,21.944444444444443,10.12962962962963,7.12962962962963,3.5555555555555554,0.4597402597402597,0.44742489270386265,0.90625,8.6,0.4824,19.2,0.5192,19.2,0.9099999999999999,47.4541005253859,101.1896551724138,19.894736842105264,0.45943562610229277,10.175438596491228,0.35172413793103446,7.649122807017544,8.824561403508772,101.44444444444444,92.07842105263157,18.75438596491228,34.89473684210526,2.9591836734693877,7.649122807017544,12.4
235,curryst01,Stephen Curry,G,6-2,185.0,60,56.0,12-13,2013-03-02,24-353,24,GSW,Away,PHI,L (-7),1,41:55,41.91666666666666,11,20,8,11,0.7272727272727273,16,0.55,3,9,9,0.333,5,7,0.714,0,3,3,9,3,0,4,2,30,25.0,2.0,22.0,10.145454545454545,7.2,3.672727272727273,0.45454545454545453,0.44339622641509435,0.9108910891089109,9.6,0.4704,20.4,0.47380000000000005,20.4,0.9099999999999999,31.73623015761577,100.9322033898305,18.071428571428573,0.4654150197628458,9.160714285714286,0.3489278752436647,6.660714285714286,8.410714285714286,103.91472868217053,91.52303571428571,17.321428571428573,31.75,2.818681318681319,6.660714285714286,17.0
236,curryst01,Stephen Curry,G,6-2,185.0,61,57.0,12-13,2013-03-04,24-355,24,GSW,Home,TOR,W (+7),1,41:56,41.93333333333333,8,16,6,11,0.5454545454545454,12,0.5,2,5,6,0.4,8,8,1.0,2,3,5,12,0,0,6,5,26,20.7,1.0,22.142857142857142,10.160714285714286,7.232142857142857,3.732142857142857,0.45185185185185184,0.4455852156057495,0.9043062200956937,9.6,0.47040000000000004,21.0,0.5132000000000001,21.0,0.8928,30.520869047284734,100.86666666666666,19.4,0.4647766323024055,8.683333333333334,0.3435700575815739,8.966666666666667,8.816666666666666,106.94068866053723,90.857,17.483333333333334,34.11666666666667,2.4691943127962084,8.966666666666667,27.6
237,curryst01,Stephen Curry,G,6-2,185.0,62,58.0,12-13,2013-03-06,24-357,24,GSW,Home,SAC,W (+4),1,34:15,34.25,3,11,1,6,0.16666666666666666,2,0.273,2,5,6,0.4,5,5,1.0,1,4,5,8,2,0,6,4,13,8.4,-2.0,22.210526315789473,10.175438596491228,7.192982456140351,3.807017543859649,0.45121951219512196,0.44646464646464645,0.9078341013824884,9.6,0.5104,21.2,0.5332000000000001,21.2,0.8928,27.35626071418542,101.26229508196721,17.919354838709676,0.49954995499549953,10.0,0.40161290322580645,7.451612903225806,8.709677419354838,110.86734693877551,94.13774193548387,19.661290322580644,36.03225806451613,2.7927927927927927,7.451612903225806,19.09090909090909
238,curryst01,Stephen Curry,G,6-2,185.0,63,59.0,12-13,2013-03-08,24-359,24,GSW,Home,HOU,L (-6),1,42:55,42.91666666666666,8,21,5,13,0.38461538461538464,10,0.381,3,8,9,0.375,5,7,0.714,1,4,5,8,1,0,1,5,24,17.2,-9.0,22.051724137931036,10.10344827586207,7.155172413793103,3.8275862068965516,0.4506024096385542,0.44455544455544455,0.9099099099099099,8.6,0.4504,19.4,0.4478000000000001,19.4,0.9428000000000001,17.306878214255626,101.03225806451613,21.0,0.4577572964669739,11.483870967741936,0.3890449438202247,7.645161290322581,9.112903225806452,106.18709783864048,97.21548387096773,19.79032258064516,39.0,3.2072072072072073,7.645161290322581,16.555555555555557
239,curryst01,Stephen Curry,G,6-2,185.0,64,60.0,12-13,2013-03-09,24-360,24,GSW,Home,MIL,L (-10),1,39:14,39.23333333333333,7,18,5,12,0.4166666666666667,10,0.389,2,6,6,0.333,0,0,0.0,1,1,2,10,0,0,4,4,16,8.6,-12.0,22.084745762711865,10.152542372881356,7.169491525423729,3.8813559322033897,0.4491725768321513,0.4432485322896282,0.9039301310043668,7.6,0.35619999999999996,18.0,0.3954000000000001,18.0,0.8855999999999999,21.99206346427669,100.82539682539682,21.23728813559322,0.47007182761372707,8.847457627118644,0.3620689655172414,7.288135593220339,8.152542372881356,103.08988764044943,95.59593220338982,18.593220338983052,35.69491525423729,2.5217391304347827,7.288135593220339,16.2
240,curryst01,Stephen Curry,G,6-2,185.0,65,61.0,12-13,2013-03-11,24-362,24,GSW,Home,NYK,W (+29),1,36:56,36.93333333333333,9,18,3,8,0.375,6,0.5,6,10,18,0.6,2,2,1.0,1,5,6,3,1,0,2,1,26,19.9,26.0,21.983333333333334,10.183333333333334,7.15,3.816666666666667,0.44755244755244755,0.4423076923076923,0.9039301310043668,6.6,0.3682,17.2,0.41859999999999997,17.2,0.6856,17.797619039283006,100.703125,20.466666666666665,0.4755700325732899,10.866666666666667,0.36809815950920244,7.45,9.7,104.6223839854413,91.33866666666667,19.65,37.53333333333333,2.9771689497716896,7.45,24.6
241,curryst01,Stephen Curry,G,6-2,185.0,66,62.0,12-13,2013-03-13,24-364,24,GSW,Home,DET,W (+8),1,42:54,42.9,11,17,6,10,0.6,12,0.647,5,7,15,0.714,4,4,1.0,1,1,2,8,1,0,4,0,31,27.1,15.0,22.049180327868854,10.147540983606557,7.19672131147541,3.7868852459016393,0.4510250569476082,0.44328922495274103,0.9047619047619048,6.8,0.42160000000000003,16.8,0.4086,16.8,0.7427999999999999,23.539285711784903,100.56923076923077,17.984848484848484,0.4658803706823926,10.575757575757576,0.38108882521489973,6.9393939393939394,8.575757575757576,106.29198754710798,91.73757575757577,18.454545454545453,34.53030303030303,3.102222222222222,6.9393939393939394,19.8
242,curryst01,Stephen Curry,G,6-2,185.0,67,63.0,12-13,2013-03-15,25-001,25,GSW,Home,CHI,L (-18),1,29:48,29.8,2,13,2,8,0.25,4,0.154,0,5,0,0.0,4,4,1.0,0,0,0,4,0,0,1,2,8,0.7,-32.0,22.193548387096776,10.14516129032258,7.193548387096774,3.7903225806451615,0.4551569506726457,0.44651162790697674,0.9063829787234042,7.2,0.48439999999999994,17.0,0.43800000000000006,17.0,0.7427999999999999,28.761785713535474,100.63636363636364,22.5625,0.44598337950138506,8.328125,0.3320825515947467,7.75,8.265625,101.17100051661787,90.24734375,18.328125,34.640625,2.3794642857142856,7.75,19.0
243,curryst01,Stephen Curry,G,6-2,185.0,68,64.0,12-13,2013-03-17,25-003,25,GSW,Away,HOU,W (+30),1,44:32,44.53333333333333,12,22,7,11,0.6363636363636364,14,0.545,5,11,15,0.455,0,0,0.0,0,5,5,11,2,1,3,1,29,26.9,22.0,21.96825396825397,10.11111111111111,7.158730158730159,3.7936507936507935,0.4501108647450111,0.4430147058823529,0.9079497907949791,7.2,0.40440000000000004,17.4,0.4142,17.4,0.7427999999999999,14.228535714060644,100.55223880597015,20.772727272727273,0.46097738876732314,11.424242424242424,0.3859416445623342,7.7272727272727275,9.151515151515152,105.64516129032258,97.17969696969696,19.681818181818183,38.77272727272727,3.236051502145923,7.7272727272727275,17.3
244,curryst01,Stephen Curry,G,6-2,185.0,69,65.0,12-13,2013-03-18,25-004,25,GSW,Away,NOH,W (+21),1,38:40,38.66666666666666,10,19,4,10,0.4,8,0.526,6,9,18,0.667,4,4,1.0,1,6,7,3,0,0,7,3,30,17.1,19.0,22.078125,10.125,7.21875,3.734375,0.45021645021645024,0.44504504504504505,0.9079497907949791,7.8,0.4204,17.6,0.44700000000000006,17.6,0.6,24.568560714218194,100.66176470588235,18.492537313432837,0.47134786117836963,9.492537313432836,0.3867924528301887,7.611940298507463,8.194029850746269,108.87083402420825,89.44373134328357,19.402985074626866,34.6865671641791,2.801762114537445,7.611940298507463,16.5
245,curryst01,Stephen Curry,G,6-2,185.0,70,66.0,12-13,2013-03-20,25-006,25,GSW,Away,SAS,L (-11),1,35:37,35.61666666666667,8,20,4,12,0.3333333333333333,8,0.4,4,8,12,0.5,4,5,0.8,1,3,4,3,2,0,3,0,24,15.5,-12.0,22.2,10.123076923076923,7.246153846153846,3.7384615384615385,0.4543524416135881,0.44641275465013286,0.9094650205761317,8.4,0.48719999999999997,17.8,0.47440000000000004,17.8,0.8,28.37056821426546,100.55072463768116,23.328358208955223,0.4420985284708893,8.835820895522389,0.34290540540540543,7.17910447761194,8.029850746268657,100.09292240978782,95.39313432835822,18.223880597014926,35.52238805970149,2.4065040650406506,7.17910447761194,14.0
246,curryst01,Stephen Curry,G,6-2,185.0,71,67.0,12-13,2013-03-23,25-009,25,GSW,Home,WAS,W (+9),1,31:39,31.65,13,18,7,8,0.875,14,0.722,6,10,18,0.6,3,4,0.75,0,2,2,8,2,0,3,2,35,31.6,9.0,22.227272727272727,10.151515151515152,7.257575757575758,3.757575757575758,0.4551148225469729,0.4456048738033072,0.907258064516129,8.0,0.46720000000000006,18.2,0.4544,18.2,0.76,25.311170464279638,100.44285714285714,21.235294117647058,0.453601108033241,10.867647058823529,0.35047361299052776,8.088235294117647,8.529411764705882,101.28205128205127,93.24882352941178,19.88235294117647,37.0,3.092050209205021,8.088235294117647,21.166666666666668
247,curryst01,Stephen Curry,G,6-2,185.0,72,68.0,12-13,2013-03-25,25-011,25,GSW,Home,LAL,W (+6),1,43:00,43.0,9,24,6,15,0.4,12,0.375,3,9,9,0.333,4,7,0.571,0,7,7,10,0,0,2,4,25,16.1,3.0,22.417910447761194,10.119402985074627,7.298507462686567,3.7611940298507465,0.45807770961145194,0.4498714652956298,0.9047619047619048,8.6,0.4444,18.4,0.4694000000000001,18.4,0.71,32.09335113928389,100.45070422535211,23.15714285714286,0.46699568167797656,9.9,0.3434343434343434,6.742857142857143,8.785714285714286,105.73819485953378,95.28142857142856,19.585714285714285,36.98571428571429,2.87551867219917,6.742857142857143,17.11111111111111
248,curryst01,Stephen Curry,G,6-2,185.0,73,69.0,12-13,2013-03-27,25-013,25,GSW,Home,SAC,L (-7),1,45:35,45.583333333333336,5,18,3,9,0.3333333333333333,6,0.278,2,9,6,0.222,5,6,0.833,2,3,5,12,4,0,3,3,17,16.5,1.0,22.455882352941178,10.191176470588236,7.323529411764706,3.8088235294117645,0.45582329317269077,0.44836272040302266,0.8957528957528957,9.4,0.511,20.6,0.5136000000000001,20.6,0.6242,27.12800534178517,100.56944444444444,17.91549295774648,0.49528301886792453,9.788732394366198,0.38705035971223023,7.690140845070423,8.661971830985916,110.34994068801898,94.3738028169014,19.507042253521128,35.394366197183096,2.8024193548387095,7.690140845070423,18.583333333333332
249,curryst01,Stephen Curry,G,6-2,185.0,74,70.0,12-13,2013-03-30,25-016,25,GSW,Home,POR,W (+27),1,37:28,37.46666666666667,14,22,7,10,0.7,14,0.636,7,12,21,0.583,4,4,1.0,2,3,5,6,1,0,3,2,39,32.9,15.0,22.3768115942029,10.173913043478262,7.3478260869565215,3.8405797101449277,0.4516765285996055,0.445822994210091,0.8943396226415095,9.0,0.46440000000000003,19.8,0.4602000000000001,19.8,0.7908,20.03840160253555,100.53424657534246,20.75,0.46921017402945114,9.805555555555555,0.3328611898016997,7.583333333333333,9.055555555555555,106.9854036341972,92.30416666666666,19.02777777777778,35.513888888888886,2.7364341085271318,7.583333333333333,19.0
250,curryst01,Stephen Curry,G,6-2,185.0,75,71.0,12-13,2013-04-03,25-020,25,GSW,Home,NOH,W (+10),1,35:57,35.95,6,14,2,4,0.5,4,0.429,4,10,12,0.4,4,4,1.0,0,3,3,9,1,0,2,5,20,16.8,14.0,22.614285714285714,10.17142857142857,7.414285714285715,3.842857142857143,0.45472061657032753,0.44922826969943136,0.895910780669145,9.6,0.4476,20.4,0.4822000000000001,20.4,0.7908,33.31152048076066,100.86486486486487,18.324324324324323,0.4749262536873156,9.5,0.3883357041251778,7.554054054054054,8.094594594594595,108.65442504515353,89.25986486486485,19.2972972972973,34.63513513513514,2.800796812749004,7.554054054054054,18.0
251,curryst01,Stephen Curry,G,6-2,185.0,76,72.0,12-13,2013-04-05,25-022,25,GSW,Away,PHO,W (+4),1,40:58,40.96666666666667,6,15,3,7,0.42857142857142855,6,0.4,3,8,9,0.375,3,3,1.0,0,1,1,15,4,0,4,5,18,18.7,14.0,22.577464788732396,10.084507042253522,7.450704225352113,3.8450704225352115,0.45368620037807184,0.44899598393574297,0.8974358974358975,10.0,0.4276,19.2,0.4880000000000001,19.2,0.8308,23.9934561442282,100.82666666666667,18.88,0.4738700564971751,8.373333333333333,0.39331210191082805,7.986666666666666,8.093333333333334,106.87473639814425,94.24186666666665,18.30666666666667,34.18666666666667,2.343283582089552,7.986666666666666,14.071428571428571
252,curryst01,Stephen Curry,G,6-2,185.0,77,73.0,12-13,2013-04-07,25-024,25,GSW,Home,UTA,L (-7),1,45:09,45.15,8,19,4,10,0.4,8,0.421,4,9,12,0.444,2,2,1.0,1,3,4,5,1,0,5,3,22,11.8,-5.0,22.51388888888889,10.041666666666666,7.458333333333333,3.8333333333333335,0.45251396648044695,0.44841269841269843,0.8985507246376812,9.6,0.38259999999999994,18.6,0.4236000000000001,18.6,0.8808,19.798036843268463,100.96052631578948,20.545454545454547,0.4804045512010114,9.623376623376624,0.3738191632928475,8.363636363636363,8.025974025974026,105.86514349400949,92.19766233766232,18.207792207792206,37.15584415584416,2.6654676258992804,8.363636363636363,19.666666666666668
253,curryst01,Stephen Curry,G,6-2,185.0,78,74.0,12-13,2013-04-09,25-026,25,GSW,Home,MIN,W (+16),1,39:10,39.16666666666666,9,21,7,12,0.5833333333333334,14,0.429,2,9,6,0.222,4,5,0.8,1,3,4,10,1,1,3,4,24,18.2,12.0,22.506849315068493,10.04109589041096,7.47945205479452,3.808219178082192,0.4523809523809524,0.4480062548866302,0.8992805755395683,9.6,0.4048,17.6,0.43280000000000013,17.6,0.9666,21.33941105298054,100.81818181818181,21.605263157894736,0.4725943970767357,9.894736842105264,0.36436170212765956,7.868421052631579,8.855263157894736,104.29052159282108,93.72447368421052,19.973684210526315,37.75,2.764705882352941,7.868421052631579,20.333333333333332
254,curryst01,Stephen Curry,G,6-2,185.0,79,75.0,12-13,2013-04-11,25-028,25,GSW,Home,OKC,L (-19),1,34:55,34.916666666666664,9,18,6,12,0.5,12,0.5,3,6,9,0.5,1,1,1.0,0,3,3,7,2,0,4,0,22,16.8,-9.0,22.527027027027028,10.067567567567568,7.5,3.824324324324324,0.4486486486486487,0.44769230769230767,0.8975265017667845,9.6,0.4048,18.2,0.4630000000000001,18.2,0.96,23.20182331589416,100.87179487179488,19.487179487179485,0.43026315789473685,10.666666666666666,0.3545673076923077,7.076923076923077,8.26923076923077,101.45376228294522,94.58461538461539,17.333333333333332,33.94871794871795,2.950354609929078,7.076923076923077,22.307692307692307
255,curryst01,Stephen Curry,G,6-2,185.0,80,76.0,12-13,2013-04-12,25-029,25,GSW,Away,LAL,L (-2),1,44:17,44.28333333333333,17,31,8,16,0.5,16,0.548,9,15,27,0.6,4,4,1.0,3,3,6,9,3,0,1,3,47,42.2,3.0,22.52,10.093333333333334,7.48,3.7866666666666666,0.44919786096256686,0.44840667678300455,0.897887323943662,8.4,0.3882,17.4,0.4358000000000001,17.4,0.96,22.36054699476825,100.82278481012658,23.29113924050633,0.4706521739130435,10.025316455696203,0.3421717171717172,6.6835443037974684,8.746835443037975,105.95490716180372,95.14177215189873,19.658227848101266,37.36708860759494,2.911764705882353,6.6835443037974684,17.9
256,curryst01,Stephen Curry,G,6-2,185.0,81,77.0,12-13,2013-04-15,25-032,25,GSW,Home,SAS,W (+10),1,38:42,38.7,13,23,6,10,0.6,12,0.565,7,13,21,0.538,2,2,1.0,1,7,8,5,2,0,3,0,35,29.4,13.0,22.842105263157894,10.171052631578947,7.578947368421052,3.789473684210526,0.453125,0.4507042253521127,0.8993055555555556,9.4,0.4282,20.8,0.4596,20.8,0.96,39.60816409843047,101.0125,22.8875,0.4445658110322228,8.9125,0.36044880785413747,7.025,8.0,100.22129653736008,95.07475000000001,18.475,35.675,2.501754385964912,7.025,15.11111111111111
257,curryst01,Stephen Curry,G,6-2,185.0,82,78.0,12-13,2013-04-17,25-034,25,GSW,Away,POR,W (+11),1,31:41,31.683333333333334,5,16,1,5,0.2,2,0.313,4,11,12,0.364,1,1,1.0,1,1,2,5,3,0,1,2,15,11.5,9.0,23.0,10.168831168831169,7.64935064935065,3.7662337662337664,0.45500848896434637,0.45262390670553937,0.9,10.4,0.4608,22.4,0.49260000000000004,22.4,0.96,36.382449229529136,101.19753086419753,20.037037037037038,0.4713493530499076,9.901234567901234,0.3403990024937656,7.395061728395062,8.82716049382716,107.96928779454593,92.43086419753087,19.135802469135804,35.123456790123456,2.794425087108014,7.395061728395062,20.818181818181817
258,curryst01,Stephen Curry,G,6-2,185.0,1,1.0,13-14,2013-10-30,25-230,25,GSW,Home,LAL,W (+31),1,23:57,23.95,4,10,2,5,0.4,4,0.4,2,5,6,0.4,0,0,0.0,0,4,4,6,1,0,1,4,10,8.4,28.0,,,,,,,,10.8,0.44480000000000003,21.8,0.471,21.8,0.96,21.414734768858743,,29.0,0.4482758620689655,14.0,0.42857142857142855,8.0,12.0,104.04040404040404,98.5,15.0,52.0,3.5,8.0,20.545454545454547
259,curryst01,Stephen Curry,G,6-2,185.0,2,2.0,13-14,2013-10-31,25-231,25,GSW,Away,LAC,L (-11),1,38:29,38.48333333333333,14,23,5,9,0.5555555555555556,10,0.609,9,14,27,0.643,1,1,1.0,0,3,3,9,0,0,11,3,38,22.5,-8.0,10.0,5.0,5.0,0.0,0.4,0.4,,10.0,0.48040000000000005,19.6,0.4652,19.6,0.8,13.424420430657625,125.0,21.0,0.47619047619047616,16.0,0.6875,14.0,16.0,118.36734693877551,98.5,22.0,60.0,3.2,14.0,18.266666666666666
260,curryst01,Stephen Curry,G,6-2,185.0,3,3.0,13-14,2013-11-02,25-233,25,GSW,Home,SAC,W (+11),1,32:30,32.5,8,13,3,5,0.6,6,0.615,5,8,15,0.625,1,1,1.0,0,1,1,12,1,0,7,4,22,17.2,18.0,24.0,7.0,9.5,0.5,0.5789473684210527,0.5454545454545454,1.0,11.6,0.509,20.6,0.4870000000000001,20.6,0.8,30.627326129197286,120.0,24.5,0.4897959183673469,12.0,0.4583333333333333,12.5,11.0,109.39226519337018,90.5,23.0,51.5,3.0,12.5,18.46153846153846
261,curryst01,Stephen Curry,G,6-2,185.0,4,4.0,13-14,2013-11-04,25-235,25,GSW,Away,PHI,W (+20),1,29:13,29.216666666666665,7,16,5,7,0.7142857142857143,10,0.438,2,9,6,0.222,2,2,1.0,3,7,10,12,5,1,2,0,18,25.9,34.0,23.333333333333332,6.333333333333333,9.0,0.6666666666666666,0.5925925925925926,0.5652173913043478,1.0,10.2,0.514,17.0,0.5004000000000001,17.0,0.8,24.588197838759186,112.66666666666667,21.666666666666668,0.4153846153846154,11.666666666666666,0.42857142857142855,4.666666666666667,9.666666666666666,103.60655737704919,101.5,19.333333333333332,36.666666666666664,3.5,4.666666666666667,18.857142857142858
262,curryst01,Stephen Curry,G,6-2,185.0,5,5.0,13-14,2013-11-06,25-237,25,GSW,Away,MIN,W (+13),1,24:11,24.183333333333334,2,8,2,5,0.4,4,0.25,0,3,0,0.0,1,2,0.5,0,1,1,7,1,0,1,1,5,4.6,3.0,22.0,6.5,9.0,1.0,0.5,0.532258064516129,1.0,9.4,0.4508,15.6,0.4750000000000001,15.6,0.8,19.976459351627756,112.0,17.75,0.5070422535211268,12.75,0.19607843137254902,3.0,11.75,94.8780487804878,99.9725,13.25,28.0,4.25,3.0,20.7
263,curryst01,Stephen Curry,G,6-2,185.0,7,6.0,13-14,2013-11-09,25-240,25,GSW,Away,MEM,L (-18),1,34:22,34.36666666666667,7,18,3,8,0.375,6,0.389,4,10,12,0.4,4,4,1.0,1,1,2,5,3,0,3,1,22,16.3,-9.0,18.6,6.2,7.8,1.2,0.46153846153846156,0.5,0.8333333333333334,7.8,0.378,14.0,0.46240000000000003,14.0,0.7,9.492937805488328,104.66666666666667,19.2,0.5104166666666666,8.2,0.43902439024390244,7.8,4.8,107.18816067653276,92.784,15.0,36.6,2.411764705882353,7.8,20.25
264,curryst01,Stephen Curry,G,6-2,185.0,8,7.0,13-14,2013-11-12,25-243,25,GSW,Home,DET,W (+18),1,29:00,29.0,7,10,5,6,0.8333333333333334,10,0.7,2,4,6,0.5,9,9,1.0,1,1,2,8,1,0,2,4,25,24.8,20.0,19.166666666666668,6.5,8.166666666666666,1.6666666666666667,0.4489795918367347,0.4772727272727273,0.9,8.8,0.378,15.6,0.46020000000000005,15.6,0.9,18.2478813416465,102.57142857142857,19.0,0.4473684210526316,8.166666666666666,0.3469387755102041,8.666666666666666,8.833333333333334,106.37931034482759,95.23666666666668,19.166666666666668,33.166666666666664,2.7222222222222223,8.666666666666666,21.666666666666668
